conc (mg/l)	time	rpm	trans
5	1725.18	1200	91.93623
5	1730.17	1200	92.1114
5	1735.18	1200	92.06979
5	1740.17	1200	92.07433
5	1745.18	1200	91.93073
5	1750.17	1200	92.08356
5	0.45	1500	84.31784
5	5.21	1500	84.30804
5	10.2	1500	84.24773
5	15.21	1500	84.688
5	20.2	1500	84.93932
5	25.21	1500	85.11179
5	30.2	1500	84.95889
5	35.21	1500	86.13892
5	40.21	1500	85.69467
5	45.21	1500	86.55386
5	50.22	1500	85.23855
5	55.21	1500	85.59853
5	60.22	1500	86.50866
5	65.21	1500	87.28787
5	70.22	1500	86.74479
5	75.21	1500	86.9865
5	80.22	1500	86.27505
5	85.21	1500	86.3096
5	90.22	1500	86.694
5	95.21	1500	86.35667
5	100.22	1500	86.45915
5	105.21	1500	86.65094
5	110.22	1500	88.45445
5	115.22	1500	87.9212
5	120.22	1500	87.19259
5	125.21	1500	87.23356
5	130.22	1500	86.91463
5	135.21	1500	86.97301
5	140.23	1500	86.9957
5	145.21	1500	87.63464
5	150.22	1500	87.85251
5	155.21	1500	87.55058
5	160.22	1500	88.04016
5	165.22	1500	88.42712
5	170.22	1500	89.49649
5	175.21	1500	89.04556
5	180.22	1500	89.98717
5	185.21	1500	90.23483
5	190.23	1500	89.90284
5	195.21	1500	89.79038
5	200.22	1500	89.47001
5	205.21	1500	89.35362
5	210.22	1500	88.47461
5	215.21	1500	89.38797
5	220.22	1500	89.41769
5	225.21	1500	89.51343
5	230.22	1500	89.9135
5	235.21	1500	89.98849
5	240.22	1500	90.50555
5	245.23	1500	90.23668
5	250.22	1500	90.22681
5	255.23	1500	90.48898
5	260.22	1500	90.58282
5	265.24	1500	90.64865
5	270.22	1500	90.77185
5	275.23	1500	90.58553
5	280.22	1500	90.83233
5	285.23	1500	90.82741
5	290.23	1500	90.74339
5	295.23	1500	90.89496
5	300.23	1500	90.82238
5	305.23	1500	90.64402
5	310.23	1500	90.83312
5	315.24	1500	90.74834
5	320.23	1500	90.80183
5	325.23	1500	90.98683
5	330.23	1500	90.87671
5	335.23	1500	90.88748
5	340.23	1500	90.87959
5	345.23	1500	91.0759
5	350.23	1500	90.8464
5	355.23	1500	90.99251
5	360.23	1500	90.83816
5	365.24	1500	91.12436
5	370.23	1500	91.06936
5	375.24	1500	91.16027
5	380.23	1500	91.05956
5	385.24	1500	91.16238
5	390.23	1500	91.03256
5	395.24	1500	91.07937
5	400.23	1500	91.04658
5	405.24	1500	91.09706
5	410.23	1500	91.1068
5	415.24	1500	91.07606
5	420.23	1500	90.979
5	425.24	1500	91.20892
5	430.23	1500	90.98756
5	435.24	1500	91.1266
5	440.24	1500	91.1067
5	445.24	1500	91.04749
5	450.25	1500	91.12218
5	455.24	1500	91.23349
5	460.25	1500	91.12385
5	465.24	1500	91.32227
5	470.25	1500	91.29641
5	475.24	1500	91.17738
5	480.25	1500	91.19836
5	485.24	1500	91.19731
5	490.25	1500	91.33147
5	495.24	1500	91.42059
5	500.25	1500	91.25179
5	505.24	1500	91.24992
5	510.25	1500	91.39001
5	515.24	1500	91.17849
5	520.25	1500	91.14784
5	525.24	1500	91.26236
5	530.25	1500	91.09464
5	535.24	1500	91.18792
5	540.25	1500	91.17092
5	545.24	1500	91.18752
5	550.25	1500	91.16061
5	555.24	1500	91.33976
5	560.25	1500	91.27946
5	565.25	1500	91.36784
5	570.25	1500	91.39503
5	575.24	1500	91.32033
5	580.25	1500	91.1414
5	585.24	1500	91.28264
5	590.26	1500	91.27142
5	595.24	1500	91.3101
5	600.25	1500	91.27119
5	605.24	1500	91.3142
5	610.25	1500	91.2335
5	615.25	1500	91.26342
5	620.25	1500	91.36583
5	625.24	1500	91.20377
5	630.25	1500	91.3138
5	635.24	1500	91.39087
5	640.26	1500	91.51754
5	645.24	1500	91.39155
5	650.25	1500	91.53826
5	655.26	1500	91.45731
5	660.25	1500	91.30496
5	665.27	1500	91.42693
5	670.25	1500	91.33812
5	675.26	1500	91.40807
5	680.25	1500	91.21124
5	685.26	1500	91.31048
5	690.26	1500	91.34121
5	695.26	1500	91.41428
5	700.25	1500	91.39724
5	705.26	1500	91.35699
5	710.25	1500	91.30885
5	715.26	1500	91.32195
5	720.25	1500	91.53973
5	725.26	1500	91.48557
5	730.25	1500	91.26548
5	735.26	1500	91.44634
5	740.26	1500	91.3057
5	745.26	1500	91.38525
5	750.26	1500	91.09588
5	755.26	1500	91.30661
5	760.26	1500	91.50797
5	765.27	1500	91.26509
5	770.26	1500	91.2339
5	775.26	1500	91.40166
5	780.26	1500	91.46448
5	785.26	1500	91.32407
5	790.26	1500	91.58973
5	795.26	1500	91.44092
5	800.26	1500	91.35331
5	805.27	1500	91.61272
5	810.26	1500	91.48284
5	815.27	1500	91.34422
5	820.26	1500	91.28312
5	825.27	1500	91.45556
5	830.26	1500	91.57649
5	835.27	1500	91.50119
5	840.26	1500	91.38752
5	845.27	1500	91.5563
5	850.26	1500	91.6265
5	855.27	1500	91.47507
5	860.27	1500	91.49939
5	865.27	1500	91.31108
5	870.28	1500	91.36021
5	875.27	1500	91.62669
5	880.28	1500	91.52576
5	885.27	1500	91.46581
5	890.28	1500	91.53983
5	895.27	1500	91.49165
5	900.28	1500	91.59524
5	905.27	1500	91.28616
5	910.28	1500	91.38446
5	915.27	1500	91.42194
5	920.28	1500	91.51688
5	925.27	1500	91.55495
5	930.28	1500	91.55886
5	935.27	1500	91.54468
5	940.28	1500	91.64764
5	945.27	1500	91.48154
5	950.28	1500	91.52691
5	955.27	1500	91.52802
5	960.28	1500	91.44479
5	965.28	1500	91.57236
5	970.28	1500	91.5347
5	975.27	1500	91.51765
5	980.28	1500	91.55791
5	985.27	1500	91.55367
5	990.28	1500	91.47849
5	995.27	1500	91.64649
5	1000.28	1500	91.45814
5	1005.27	1500	91.55373
5	1010.28	1500	91.50401
5	1015.27	1500	91.60619
5	1020.28	1500	91.54895
5	1025.27	1500	91.47837
5	1030.28	1500	91.59965
5	1035.27	1500	91.60523
5	1040.29	1500	91.61116
5	1045.27	1500	91.68463
5	1050.28	1500	91.4975
5	1055.27	1500	91.74818
5	1060.28	1500	91.63351
5	1065.3	1500	91.68541
5	1070.28	1500	91.52448
5	1075.29	1500	91.60143
5	1080.28	1500	91.58111
5	1085.29	1500	91.46907
5	1090.29	1500	91.79879
5	1095.29	1500	91.76855
5	1100.28	1500	91.64931
5	1105.29	1500	91.63882
5	1110.28	1500	91.60952
5	1115.3	1500	91.5928
5	1120.28	1500	91.60357
5	1125.29	1500	91.5446
5	1130.28	1500	91.60856
5	1135.29	1500	91.63751
5	1140.29	1500	91.6507
5	1145.29	1500	91.30724
5	1150.28	1500	91.65684
5	1155.29	1500	91.5535
5	1160.28	1500	91.43802
5	1165.3	1500	91.64832
5	1170.29	1500	91.70464
5	1175.29	1500	91.51465
5	1180.29	1500	91.57931
5	1185.29	1500	91.64779
5	1190.29	1500	91.7188
5	1195.29	1500	91.6395
5	1200.29	1500	91.50808
5	1205.29	1500	91.62751
5	1210.29	1500	91.63138
5	1215.3	1500	91.6246
5	1220.29	1500	91.52625
5	1225.29	1500	91.84447
5	1230.29	1500	91.68745
5	1235.3	1500	91.51012
5	1240.29	1500	91.78657
5	1245.3	1500	91.58926
5	1250.29	1500	91.67554
5	1255.3	1500	91.59445
5	1260.29	1500	91.60075
5	1265.3	1500	91.56676
5	1270.3	1500	91.66941
5	1275.3	1500	91.57719
5	1280.3	1500	91.56403
5	1285.3	1500	91.49506
5	1290.31	1500	91.55523
5	1295.3	1500	91.59235
5	1300.3	1500	91.5518
5	1305.3	1500	91.56504
5	1310.31	1500	91.5224
5	1315.3	1500	91.70764
5	1320.31	1500	91.6408
5	1325.3	1500	91.53381
5	1330.31	1500	91.75323
5	1335.3	1500	91.61236
5	1340.31	1500	91.81486
5	1345.3	1500	91.75854
5	1350.31	1500	91.65857
5	1355.3	1500	91.76434
5	1360.31	1500	91.65873
5	1365.31	1500	91.5364
5	1370.31	1500	91.73441
5	1375.3	1500	91.84506
5	1380.31	1500	91.77806
5	1385.3	1500	91.51756
5	1390.31	1500	91.36745
5	1395.3	1500	91.78569
5	1400.31	1500	91.6071
5	1405.3	1500	91.81504
5	1410.31	1500	91.6571
5	1415.31	1500	91.57031
5	1420.31	1500	91.76376
5	1425.3	1500	91.62575
5	1430.31	1500	91.77197
5	1435.3	1500	91.69815
5	1440.32	1500	91.7998
5	1445.3	1500	91.56202
5	1450.31	1500	91.56333
5	1455.3	1500	91.53318
5	1460.31	1500	91.60293
5	1465.31	1500	91.66916
5	1470.31	1500	91.73105
5	1475.32	1500	91.50794
5	1480.31	1500	91.54214
5	1485.32	1500	91.57832
5	1490.32	1500	91.70633
5	1495.32	1500	91.69368
5	1500.31	1500	91.6104
5	1505.32	1500	91.83431
5	1510.31	1500	91.53821
5	1515.33	1500	91.6775
5	1520.31	1500	91.60644
5	1525.32	1500	91.64747
5	1530.31	1500	91.56069
5	1535.32	1500	91.68891
5	1540.32	1500	91.69256
5	1545.32	1500	91.73028
5	1550.31	1500	91.75655
