conc (mg/l)	time	rpm	trans
5	1009.91	1200	91.54396
5	1014.91	1200	91.50177
5	1019.91	1200	91.62362
5	1024.91	1200	91.68688
5	1029.91	1200	91.75019
5	1034.91	1200	91.64355
5	1039.92	1200	91.8489
5	1044.91	1200	91.57373
5	1049.91	1200	91.48019
5	1054.91	1200	91.98669
5	1059.91	1200	91.79522
5	1064.91	1200	91.64312
5	1069.91	1200	91.71986
5	1074.92	1200	91.619
5	1079.91	1200	91.63079
5	1084.92	1200	91.59266
5	1089.92	1200	91.75498
5	1094.92	1200	91.79972
5	1099.92	1200	91.50576
5	1104.92	1200	91.71427
5	1109.92	1200	91.62746
5	1114.93	1200	91.76246
5	1119.92	1200	91.80283
5	1124.92	1200	91.92761
5	1129.92	1200	91.79173
5	1134.92	1200	91.80533
5	1139.92	1200	91.82677
5	1144.92	1200	91.56544
5	1149.92	1200	91.66788
5	1154.93	1200	91.75703
5	1159.92	1200	91.76395
5	1164.93	1200	91.83424
5	1169.92	1200	92.0624
5	1174.93	1200	91.84293
5	1179.92	1200	91.94231
5	1184.93	1200	92.09895
5	1189.92	1200	92.12306
5	1194.93	1200	91.88801
5	1199.92	1200	91.83043
5	1204.93	1200	91.74696
5	1209.92	1200	91.92523
5	1214.93	1200	91.91145
5	1219.92	1200	91.81209
5	1224.93	1200	91.97847
5	1229.92	1200	92.09344
5	1234.93	1200	91.85191
5	1239.93	1200	91.71598
5	1244.93	1200	91.86079
5	1249.92	1200	92.0809
5	1254.93	1200	91.84106
5	1259.92	1200	91.90418
5	1264.93	1200	91.96958
5	1269.92	1200	91.83979
5	1274.93	1200	91.78268
5	1279.94	1200	91.71468
5	1284.93	1200	91.85843
5	1289.94	1200	91.87077
5	1294.93	1200	92.00995
5	1299.94	1200	92.08186
5	1304.93	1200	92.28246
5	1309.94	1200	92.07328
5	1314.94	1200	92.22984
5	1319.94	1200	92.06348
5	1324.93	1200	92.08926
5	1329.94	1200	91.98334
5	1334.93	1200	92.00544
5	1339.95	1200	91.83102
5	1344.93	1200	91.97192
5	1349.94	1200	92.05743
5	1354.93	1200	91.95422
5	1359.94	1200	91.86676
5	1364.94	1200	92.3026
5	1369.94	1200	92.10468
5	1374.93	1200	92.14799
5	1379.94	1200	92.02001
5	1384.93	1200	91.87322
5	1389.95	1200	91.95023
5	1394.93	1200	92.1554
5	1399.94	1200	92.04627
5	1404.93	1200	92.18703
5	1409.94	1200	91.99496
5	1414.93	1200	92.13866
5	1419.94	1200	91.9686
5	1424.93	1200	91.89321
5	1429.94	1200	92.19575
5	1434.93	1200	92.13234
5	1439.94	1200	92.22803
5	1444.93	1200	92.23375
5	1449.94	1200	92.31005
5	1454.94	1200	92.21938
5	1459.94	1200	92.09959
5	1464.94	1200	92.17481
5	1469.94	1200	92.16776
5	1474.95	1200	92.0844
5	1479.94	1200	92.1447
5	1484.95	1200	92.17304
5	1489.95	1200	91.99335
5	1494.95	1200	92.14037
5	1499.94	1200	92.03383
5	1504.95	1200	92.11591
5	1509.95	1200	92.17963
5	1514.96	1200	92.22427
5	1519.95	1200	92.23625
5	1524.95	1200	92.06036
5	1529.95	1200	92.15903
5	1534.95	1200	92.23582
5	1539.95	1200	92.11892
5	1544.95	1200	92.05299
5	1549.95	1200	92.20043
5	1554.95	1200	92.03958
5	1559.95	1200	92.05692
5	1564.96	1200	92.10458
5	1569.95	1200	92.104
5	1574.95	1200	92.2341
5	1579.95	1200	92.14137
5	1584.96	1200	92.17115
5	1589.95	1200	92.19785
5	1594.96	1200	92.2635
5	1599.95	1200	92.07922
5	1604.96	1200	91.88563
5	1609.95	1200	92.25771
5	1614.96	1200	92.12384
5	1619.95	1200	92.41181
5	1624.96	1200	92.11114
5	1629.95	1200	92.22988
5	1634.96	1200	92.23281
5	1639.95	1200	92.15822
5	1644.96	1200	92.13208
5	1649.95	1200	92.24344
5	1654.96	1200	92.09728
5	1659.95	1200	92.32063
5	1664.96	1200	92.21072
5	1669.95	1200	92.07635
5	1674.96	1200	92.29333
5	1679.97	1200	92.15365
5	1684.96	1200	92.19227
5	1689.97	1200	92.24162
5	1694.96	1200	92.14234
5	1699.97	1200	91.9874
5	1704.96	1200	92.17634
5	1709.97	1200	92.23498
5	1714.97	1200	92.38082
5	1719.97	1200	92.0425
5	1724.96	1200	92.20811
5	1729.97	1200	92.18268
5	1734.96	1200	92.06524
5	1739.97	1200	92.12257
5	1744.96	1200	92.11893
5	1749.97	1200	92.16771
5	1754.96	1200	92.34454
5	1759.97	1200	92.24746
5	1764.96	1200	92.05502
5	1769.97	1200	92.08086
5	1774.96	1200	92.14887
5	1779.97	1200	92.10149
5	1784.96	1200	92.06107
5	1789.97	1200	92.17683
5	1794.96	1200	92.26458
5	1799.97	1200	92.13297
5	1804.96	1200	92.1412
5	1809.97	1200	92.16698
5	1814.97	1200	92.20622
5	1819.97	1200	92.1953
5	1824.96	1200	92.12049
5	1829.97	1200	92.29868
5	1834.96	1200	92.24398
5	1839.98	1200	92.24568
5	1844.96	1200	92.19345
5	1849.97	1200	92.12079
5	1854.96	1200	92.22153
5	1859.97	1200	92.3736
5	1864.97	1200	92.28934
5	1869.97	1200	92.28522
5	1874.96	1200	92.27011
5	1879.97	1200	92.23022
5	1884.98	1200	92.40141
5	1889.98	1200	92.12689
5	1894.98	1200	92.18481
5	1899.97	1200	92.14989
5	1904.98	1200	92.18921
5	1909.97	1200	92.34808
